date,temperature,wind_speed,solar_irradiance
20211230,14.03,1.78,2.0251
20211231,14.79,1.26,1.3046
20220101,15.81,1.51,1.0411
20220102,15.56,1.17,2.1535
20220103,16.5,1.0,2.04
20220104,18.11,1.09,3.0984
20220105,19.02,1.02,2.1566
20220106,19.58,1.69,2.5692
20220107,18.19,1.98,2.1799
20220108,18.12,2.31,0.9458
20220109,14.2,1.85,0.7318
20220110,16.05,1.47,0.9686
20220111,14.81,2.08,2.2678
20220112,15.17,1.07,1.0241
20220113,15.17,1.54,1.0632
20220114,16.28,1.19,1.1923
20220115,18.91,1.54,1.5694
20220116,19.91,2.63,1.4935
20220117,13.36,2.6,1.027
20220118,15.25,1.61,4.315
20220119,14.36,0.93,3.3902
20220120,16.39,1.4,1.3318
20220121,17.8,2.05,0.8292
20220122,20.24,2.32,1.6565
20220123,21.26,0.94,2.6352
20220124,21.16,1.24,3.6598
20220125,19.35,2.2,2.365
20220126,20.03,1.86,1.8658
20220127,21.52,2.58,2.8397
20220128,21.38,2.76,2.5615
20220129,15.32,3.05,0.9185
20220130,11.68,2.47,1.0234
20220131,10.81,2.58,0.8909
20220201,11.8,1.65,1.242
20220202,11.27,2.22,0.8904
20220203,11.52,1.82,1.9819
20220204,12.35,1.97,2.4422
20220205,12.94,1.61,2.1614
20220206,15.07,1.71,0.9506
20220207,19.16,1.12,2.7115
20220208,17.55,2.56,1.0963
20220209,13.57,2.22,1.1765
20220210,15.89,1.57,1.4117
20220211,18.84,1.48,1.9834
20220212,18.8,3.11,1.0884
20220213,14.61,3.01,0.9996
20220214,14.08,1.78,4.0673
20220215,15.89,1.22,1.4669
20220216,18.3,1.45,1.1904
20220217,21.49,2.0,1.9183
20220218,23.59,2.54,1.2228
20220219,11.77,4.79,0.9751
20220220,7.25,3.64,1.5355
20220221,8.65,2.5,1.9949
20220222,10.43,2.72,1.6898
20220223,11.1,2.11,2.7245
20220224,11.84,1.8,4.6315
20220225,13.3,1.13,4.2574
20220226,15.52,1.0,2.5606
20220227,16.55,1.46,2.5358
20220228,18.34,2.0,3.133
20220301,20.14,1.52,2.304
20220302,20.6,1.65,2.748
20220303,21.23,2.22,2.9909
20220304,21.8,2.47,1.8185
20220305,22.09,2.48,1.9034
20220306,23.24,2.43,2.0172
20220307,20.64,2.16,2.7982
20220308,19.26,2.13,6.0564
20220309,19.03,2.41,2.729
20220310,20.12,2.64,1.5521
20220311,20.9,2.31,2.0167
20220312,21.79,2.98,1.8895
20220313,22.33,2.78,1.9738
20220314,22.41,2.25,1.8168
20220315,23.1,1.53,2.5906
20220316,22.52,2.05,2.0611
20220317,24.43,1.74,2.165
20220318,23.41,1.54,2.9275
20220319,24.79,2.38,2.5841
20220320,25.47,2.63,2.592
20220321,26.85,2.42,2.8114
20220322,27.37,1.93,2.7192
20220323,18.91,2.92,1.3073
20220324,20.73,2.71,1.5367
20220325,25.91,2.16,3.1627
20220326,28.03,1.27,5.9172
20220327,21.84,3.09,1.8326
20220328,19.19,1.66,3.0146
20220329,20.75,1.81,1.951
20220330,23.4,1.96,2.4547
20220331,24.74,1.68,3.3283
20220401,17.19,4.11,1.7386
20220402,16.62,3.6,3.9017
20220403,17.75,2.02,7.3334
20220404,19.05,1.59,6.8506
20220405,20.78,1.17,6.4392
20220406,22.9,1.41,5.6556
20220407,23.89,1.87,6.2767
20220408,22.99,1.29,7.2322
20220409,22.26,1.8,6.2863
20220410,22.38,1.45,4.5655
20220411,23.08,2.16,2.6614
20220412,25.22,2.13,2.4139
20220413,25.61,1.58,5.4283
20220414,25.59,2.46,4.7112
20220415,25.91,2.69,1.987
20220416,23.34,3.33,1.9822
20220417,19.24,1.81,1.7772
20220418,18.63,2.29,3.2911
20220419,19.77,1.55,4.7028
20220420,21.35,0.78,4.3181
20220421,23.34,2.3,2.2447
20220422,25.39,2.9,3.5837
20220423,26.77,1.66,4.0692
20220424,28.22,2.0,2.9978
20220425,29.32,1.54,5.663
20220426,29.65,1.17,5.6042
20220427,27.89,1.52,4.6754
20220428,27.13,2.14,3.0994
20220429,26.33,2.34,2.3321
20220430,26.46,1.9,3.9794
20220501,20.77,3.57,4.0008
20220502,19.95,2.39,5.7874
20220503,22.38,1.82,7.2336
20220504,23.03,1.25,7.349
20220505,23.41,1.01,6.3974
20220506,23.67,0.65,3.1061
20220507,25.49,2.06,3.9583
20220508,25.86,2.49,3.4147
20220509,26.16,3.08,2.8625
20220510,28.09,1.59,5.1638
20220511,27.84,1.51,3.4786
20220512,27.84,1.48,1.5905
20220513,28.18,2.05,4.0795
20220514,25.31,1.96,2.7559
20220515,24.33,2.61,1.8271
20220516,20.69,2.01,3.2256
20220517,22.9,1.31,4.5223
20220518,23.76,1.57,3.9631
20220519,25.87,1.79,2.7463
20220520,26.16,1.72,2.6405
20220521,24.76,2.26,2.1758
20220522,25.24,2.96,1.3946
20220523,25.72,2.94,0.8782
20220524,26.31,2.79,1.3356
20220525,27.12,1.72,4.2588
20220526,28.32,0.99,5.1473
20220527,28.6,1.09,3.5441
20220528,27.64,1.63,4.4532
20220529,27.55,1.43,4.601
20220530,27.29,1.14,3.4308
20220531,26.77,1.75,4.4849
20220601,27.81,1.76,5.6654
20220602,28.31,1.89,4.9147
20220603,28.64,1.67,5.778
20220604,29.11,1.71,6.0806
20220605,29.3,1.53,3.845
20220606,28.79,0.86,1.9229
20220607,26.86,1.5,4.1371
20220608,26.69,0.95,3.8086
20220609,28.63,1.27,5.201
20220610,28.47,1.08,4.446
20220611,28.24,1.17,2.7586
20220612,28.8,1.68,4.0442
20220613,28.8,0.98,4.7712
20220614,26.19,1.78,3.0312
20220615,25.86,1.39,3.5674
20220616,27.75,1.31,5.0062
20220617,28.85,1.65,4.6039
20220618,29.42,2.03,5.8795
20220619,28.72,1.98,6.6065
20220620,29.39,2.07,6.3454
20220621,28.59,1.98,6.8642
20220622,28.86,1.26,4.933
20220623,27.87,1.69,4.4182
20220624,27.59,1.72,6.197
20220625,27.67,2.1,6.4862
20220626,27.72,1.88,5.5205
20220627,28.86,1.49,6.2981
20220628,29.46,1.22,5.7485
20220629,28.6,0.89,3.9233
20220630,27.7,1.23,4.4162
20220701,27.45,0.71,5.3525
20220702,29.61,1.69,6.299
20220703,30.06,0.93,6.4085
20220704,29.02,1.28,5.8152
20220705,29.36,0.79,3.9941
20220706,28.38,1.04,3.3422
20220707,28.06,1.27,3.7169
20220708,26.91,1.32,2.5166
20220709,27.52,1.09,3.564
20220710,27.75,0.78,6.108
20220711,27.9,1.54,5.2493
20220712,28.11,1.63,5.063
20220713,27.5,1.53,4.6082
20220714,28.06,1.74,5.5675
20220715,27.6,1.11,4.7518
20220716,28.18,1.68,5.8814
20220717,29.29,1.38,6.0746
20220718,30.28,1.34,5.8961
20220719,28.04,1.65,4.1935
20220720,28.17,1.84,3.7706
20220721,27.64,2.27,3.0727
20220722,27.09,2.03,4.602
20220723,27.49,1.32,6.2422
20220724,28.17,1.48,6.6998
20220725,28.3,1.48,7.4666
20220726,28.43,1.5,6.4618
20220727,28.18,1.77,5.5531
20220728,28.31,1.64,5.3693
20220729,28.47,1.12,5.3074
20220730,28.09,1.38,4.9102
20220731,27.92,1.28,5.4319
20220801,28.19,1.44,5.1703
20220802,28.03,1.59,5.423
20220803,28.37,0.83,6.3643
20220804,29.77,0.67,5.6098
20220805,28.12,0.72,5.1785
20220806,26.95,1.88,3.1582
20220807,27.04,0.98,3.3672
20220808,26.94,1.16,5.8937
20220809,27.83,0.64,6.269
20220810,27.44,1.84,3.6775
20220811,26.04,3.64,1.721
20220812,26.39,1.96,2.4792
20220813,27.04,1.01,4.8542
20220814,28.07,1.04,5.3177
20220815,28.41,0.92,5.3405
20220816,28.32,0.97,6.0518
20220817,27.82,0.59,5.1761
20220818,27.34,0.73,5.9345
20220819,28.59,0.8,5.8102
20220820,27.56,1.05,4.2398
20220821,26.84,3.52,3.5138
20220822,28.12,1.7,5.1336
20220823,28.94,0.62,5.1701
20220824,29.21,0.66,5.3388
20220825,28.89,1.46,2.7451
20220826,26.52,3.15,2.6678
20220827,27.59,1.55,5.0818
20220828,28.02,1.34,4.9793
20220829,27.84,1.48,5.4955
20220830,28.04,1.54,6.1577
20220831,28.28,1.0,5.227
20220901,27.21,1.27,3.0406
20220902,28.18,1.34,5.5075
20220903,29.26,0.83,5.7778
20220904,27.38,2.14,1.9409
20220905,27.15,1.86,5.7394
20220906,28.26,1.44,6.7346
20220907,27.49,1.38,5.148
20220908,26.26,1.9,2.1948
20220909,26.06,1.39,3.9434
20220910,26.94,0.93,5.1706
20220911,27.06,1.04,4.5226
20220912,26.93,0.98,4.5955
20220913,27.7,0.68,4.0399
20220914,28.07,0.81,5.3275
20220915,27.74,1.22,5.4451
20220916,27.15,1.04,1.8806
20220917,27.79,0.95,3.4622
20220918,28.29,0.83,5.6299
20220919,28.66,0.72,5.723
20220920,28.22,0.96,4.5662
20220921,27.52,1.13,4.3944
20220922,26.98,1.75,4.1179
20220923,26.65,1.61,5.0498
20220924,25.88,1.55,3.8846
20220925,25.97,1.87,2.3743
20220926,26.86,1.27,5.3988
20220927,27.29,1.58,5.4406
20220928,25.21,2.63,1.6651
20220929,25.12,2.44,1.9274
20220930,26.0,1.05,3.4644
20221001,25.99,1.84,2.7782
20221002,25.94,1.63,3.6607
20221003,26.22,1.54,4.441
20221004,25.96,1.02,5.5344
20221005,26.41,1.23,5.5742
20221006,26.27,1.36,5.232
20221007,25.37,1.89,4.9066
20221008,23.56,1.6,3.8052
20221009,23.62,2.89,2.0347
20221010,19.85,2.52,5.0239
20221011,20.4,1.56,6.2165
20221012,21.53,1.25,5.321
20221013,22.04,1.39,5.1996
20221014,22.01,2.07,5.6354
20221015,21.73,2.17,5.9762
20221016,21.71,2.22,6.0468
20221017,22.36,3.08,5.9417
20221018,20.56,2.86,5.5903
20221019,17.59,1.7,3.253
20221020,17.05,2.88,1.212
20221021,20.57,1.9,1.583
20221022,24.32,1.51,5.3654
20221023,25.32,1.45,5.4002
20221024,24.53,1.31,4.8593
20221025,23.82,1.14,2.478
20221026,24.19,1.26,2.7614
20221027,24.32,1.29,3.2186
20221028,23.43,1.24,3.6377
20221029,22.91,1.48,3.2136
20221030,22.42,1.97,4.1674
20221031,21.45,2.52,4.6678
20221101,20.41,2.24,5.4386
20221102,20.33,1.55,5.7442
20221103,20.77,1.37,5.5848
20221104,21.49,1.41,5.3923
20221105,20.43,1.63,4.9222
20221106,20.5,0.99,3.864
20221107,21.11,0.85,3.9259
20221108,21.71,0.75,4.3915
20221109,21.58,0.9,4.7064
20221110,22.76,1.07,3.6026
20221111,24.03,1.35,3.2568
20221112,24.24,1.21,3.6391
20221113,24.08,1.07,3.7133
20221114,24.36,1.22,1.9337
20221115,24.36,1.65,2.527
20221116,24.74,1.83,2.9866
20221117,24.9,1.56,3.3098
20221118,25.04,1.61,2.9465
20221119,24.16,1.78,2.1401
20221120,22.0,1.29,2.2344
20221121,23.35,1.04,3.1217
20221122,24.05,1.24,3.6773
20221123,23.08,1.52,2.4727
20221124,21.38,1.49,1.3243
20221125,22.28,1.09,1.7782
20221126,22.81,1.39,1.4066
20221127,25.37,2.69,2.808
20221128,26.26,1.89,3.5678
20221129,26.32,1.0,3.9838
20221130,20.21,2.53,2.6726
20221201,12.16,2.93,0.8362
20221202,12.62,2.09,1.9714
20221203,14.69,1.11,2.1878
20221204,14.6,2.04,1.3008
20221205,14.23,2.2,2.6522
20221206,13.62,1.49,2.1754
20221207,14.52,1.35,1.0637
20221208,15.64,1.28,0.9343
20221209,16.04,1.16,0.7442
20221210,16.51,1.37,0.9166
20221211,15.86,1.65,1.7558
20221212,14.98,1.93,3.121
20221213,13.94,1.31,4.0318
20221214,13.91,1.7,3.9151
20221215,13.35,1.14,4.4311
20221216,15.72,1.36,4.0618
20221217,13.23,3.85,2.3839
20221218,11.4,2.14,4.5389
20221219,11.01,1.29,4.6908
20221220,14.57,0.91,4.3932
20221221,15.69,1.75,3.2597
20221222,15.18,1.29,3.883
20221223,15.91,1.36,3.761
20221224,15.47,1.28,3.7027
20221225,16.05,1.35,3.5618
20221226,16.74,1.23,1.3759
20221227,17.29,2.1,0.9389
20221228,12.15,2.83,0.672
20221229,11.23,2.18,0.9086
20221230,11.05,1.64,1.6195
20221231,13.03,1.54,1.3044
20230101,13.71,1.28,4.026
20230102,13.97,1.55,2.381
20230103,14.54,1.5,2.4713
20230104,15.59,1.17,1.9577
20230105,16.74,0.95,2.1662
20230106,16.54,2.89,3.4678
20230107,15.75,1.45,3.7294
20230108,16.77,1.27,3.3874
20230109,18.29,1.04,2.9832
20230110,17.62,1.13,2.4578
20230111,18.61,1.07,1.3133
20230112,19.96,1.5,2.1041
20230113,21.57,1.56,4.0543
20230114,22.37,1.49,4.7854
20230115,15.24,3.36,1.7657
20230116,10.13,2.15,1.345
20230117,10.18,2.05,1.4851
20230118,11.17,1.96,2.1691
20230119,12.87,1.2,1.5276
20230120,13.43,1.05,1.9322
20230121,14.36,1.3,2.6515
20230122,17.09,0.9,1.9997
20230123,18.77,2.09,2.0395
20230124,12.65,4.11,3.0413
20230125,9.83,1.41,5.1187
20230126,14.17,1.42,1.8732
20230127,12.92,3.53,1.561
20230128,11.1,1.9,4.8101
20230129,11.89,1.73,4.5173
20230130,12.67,1.31,5.2279
20230131,13.48,1.43,4.9922
20230201,16.49,1.21,3.9977
20230202,20.37,1.69,1.819
20230203,20.08,2.23,1.5173
20230204,21.17,2.43,1.453
20230205,21.79,2.78,2.0208
20230206,22.01,2.66,1.4818
20230207,22.27,2.98,1.5043
20230208,22.52,3.4,1.7328
20230209,22.75,2.69,2.2793
20230210,22.88,3.03,1.8758
20230211,24.15,2.66,3.1901
20230212,23.44,1.86,4.5547
20230213,22.78,1.65,4.5019
20230214,15.65,3.33,1.7009
20230215,14.53,2.34,1.6543
20230216,15.47,1.13,1.452
20230217,17.29,1.28,2.3554
20230218,19.64,1.54,2.0962
20230219,18.44,2.09,2.2699
20230220,18.26,1.53,3.5671
20230221,19.08,1.99,2.3026
20230222,18.2,2.19,1.9572
20230223,18.83,1.77,2.1418
20230224,17.81,2.71,1.079
20230225,16.46,2.85,5.561
20230226,14.87,2.13,5.5841
20230227,15.6,1.45,5.4482
20230228,17.05,1.16,5.2519
20230301,18.71,1.2,2.1446
20230302,19.46,1.68,3.9235
20230303,19.68,1.65,3.5822
20230304,19.1,1.18,1.8562
20230305,19.67,1.36,4.3618
20230306,19.93,2.01,4.0027
20230307,20.36,2.53,2.501
20230308,20.82,1.88,2.0938
20230309,21.78,1.12,5.3844
20230310,21.79,2.16,3.4169
20230311,21.8,2.2,1.9891
20230312,20.44,2.25,2.471
20230313,17.37,2.41,2.419
20230314,19.7,2.01,5.2241
20230315,21.21,2.38,2.3801
20230316,21.92,2.85,2.8366
20230317,22.24,2.29,3.2986
20230318,22.36,2.71,2.2872
20230319,22.56,2.89,2.033
20230320,24.18,2.56,2.7506
20230321,26.66,1.47,3.167
20230322,28.13,1.75,6.1733
20230323,28.32,1.43,5.6885
20230324,27.76,1.31,5.1655
20230325,26.11,2.81,2.5622
20230326,20.9,2.38,2.3683
20230327,19.97,2.12,2.3201
20230328,19.37,1.5,1.5598
20230329,20.86,1.11,2.7703
20230330,21.01,1.49,2.472
20230331,22.62,1.64,2.845
20230401,24.25,2.3,3.031
20230402,26.2,2.59,2.9184
20230403,27.19,2.5,3.6912
20230404,27.82,1.48,4.9198
20230405,27.66,0.7,6.4841
20230406,25.59,2.15,5.7401
20230407,22.12,1.75,3.2023
20230408,20.23,1.91,2.0734
20230409,21.15,1.53,2.3083
20230410,24.19,2.07,3.0168
20230411,26.11,1.66,3.4817
20230412,25.51,2.8,2.7089
20230413,26.26,3.56,3.0818
20230414,26.66,2.43,3.0113
20230415,25.69,2.1,3.991
20230416,25.5,1.51,4.6831
20230417,25.84,2.64,2.7163
20230418,28.21,1.25,3.8249
20230419,28.14,1.33,4.9126
20230420,27.97,1.34,3.7517
20230421,28.17,1.68,4.3512
20230422,28.81,1.75,3.4394
20230423,28.33,2.02,3.1457
20230424,27.13,2.36,4.2658
20230425,22.87,2.84,1.933
20230426,21.55,1.34,3.3324
20230427,24.11,2.54,5.3282
20230428,26.31,3.03,3.1428
20230429,22.93,2.84,3.618
20230430,22.33,1.33,2.9486
20230501,24.34,1.75,5.6443
20230502,25.63,3.1,2.2814
20230503,27.51,3.6,3.8484
20230504,29.93,2.58,5.3964
20230505,30.98,1.88,6.0043
20230506,32.05,1.87,7.4186
20230507,29.78,2.09,5.7821
20230508,23.46,2.52,1.8886
20230509,24.25,1.53,1.9116
20230510,26.64,1.62,2.2634
20230511,26.64,2.04,4.2936
20230512,24.51,2.21,4.1902
20230513,22.32,2.56,2.3736
20230514,24.08,1.04,2.1823
20230515,26.12,2.13,5.3779
20230516,29.22,1.7,6.0379
20230517,31.15,2.02,7.4638
20230518,30.94,1.42,7.4635
20230519,30.38,1.3,6.455
20230520,30.83,1.51,5.3194
20230521,30.99,1.67,6.539
20230522,31.42,1.51,7.2677
20230523,26.55,1.94,5.0851
20230524,27.44,1.28,4.4285
20230525,28.1,1.5,4.3711
20230526,27.78,2.06,5.0006
20230527,27.74,2.18,5.2493
20230528,28.17,2.02,5.8586
20230529,29.41,1.29,6.8928
20230530,29.75,1.33,6.9019
20230531,30.21,1.32,7.5062
20230601,29.89,1.19,6.4356
20230602,30.4,1.41,6.1385
20230603,29.63,1.88,5.8706
20230604,29.19,1.39,5.683
20230605,28.4,1.38,5.1101
20230606,28.4,1.13,3.8194
20230607,29.06,1.32,6.2136
20230608,29.02,1.03,4.8598
20230609,28.14,1.77,4.9918
20230610,29.71,1.29,6.1121
20230611,30.16,1.27,6.0655
20230612,29.1,1.29,5.2085
20230613,28.56,0.98,4.3524
20230614,28.5,1.31,2.8877
20230615,28.19,1.15,4.9154
20230616,28.64,1.25,5.4382
20230617,29.21,1.35,4.8269
20230618,29.25,1.29,4.1518
20230619,28.46,1.18,1.6229
20230620,28.84,1.3,5.6508
20230621,29.67,0.87,5.0724
20230622,28.67,1.01,4.2058
20230623,29.21,1.05,3.2482
20230624,27.42,1.82,2.1454
20230625,25.56,1.38,3.108
20230626,27.24,1.56,4.9284
20230627,27.54,2.3,3.9034
20230628,28.49,2.38,5.2003
20230629,29.1,2.08,5.6647
20230630,29.81,1.79,5.8726
20230701,30.04,1.35,5.8891
20230702,30.15,1.58,5.315
20230703,28.18,1.92,4.7458
20230704,29.39,1.72,5.5001
20230705,29.38,1.68,5.1466
20230706,29.91,1.87,6.4682
20230707,29.64,1.77,6.4416
20230708,29.55,2.25,5.0815
20230709,29.22,1.89,6.4162
20230710,28.6,1.64,6.2957
20230711,29.21,1.61,6.3792
20230712,29.25,1.37,6.3415
20230713,30.14,1.2,6.7687
20230714,30.02,0.69,5.3746
20230715,29.49,1.51,5.2154
20230716,29.0,1.18,5.5997
20230717,30.29,1.79,6.2938
20230718,27.78,3.45,2.5946
20230719,27.49,2.52,2.0798
20230720,27.8,1.09,2.5742
20230721,28.18,1.1,4.6265
20230722,28.62,1.37,5.7499
20230723,28.42,1.64,7.0082
20230724,28.97,1.37,6.649
20230725,29.24,1.34,6.6125
20230726,29.89,1.53,6.4476
20230727,30.6,0.89,6.0552
20230728,29.04,1.69,2.7166
20230729,29.42,1.35,5.8056
20230730,28.91,1.36,4.2835
20230731,28.07,1.59,3.3972
20230801,28.21,0.65,4.7866
20230802,27.77,1.47,4.7882
20230803,27.85,1.69,4.2977
20230804,28.06,1.09,1.0586
20230805,28.68,2.13,3.4265
20230806,28.11,1.74,3.2786
20230807,26.91,1.95,2.9122
20230808,28.55,1.94,4.5312
20230809,29.53,1.17,5.7857
20230810,28.36,0.94,3.822
20230811,28.96,0.87,3.954
20230812,27.95,0.61,5.4377
20230813,28.48,1.19,5.9494
20230814,28.17,0.95,5.4209
20230815,28.19,0.64,4.4323
20230816,28.87,0.91,5.2198
20230817,29.07,0.77,6.2086
20230818,29.55,0.73,3.4553
20230819,30.45,0.66,3.0984
20230820,28.32,1.51,1.2266
20230821,28.69,1.57,4.7678
20230822,29.03,0.94,4.1186
20230823,28.14,1.15,3.9211
20230824,28.24,1.18,3.9912
20230825,28.04,1.26,4.4153
20230826,29.15,1.07,5.1646
20230827,29.92,1.29,5.4034
20230828,28.16,1.63,3.743
20230829,27.29,2.05,4.6145
20230830,27.11,1.9,6.8938
20230831,26.22,2.11,7.1791
20230901,27.35,1.73,6.413
20230902,28.28,1.89,6.342
20230903,26.6,1.77,2.8428
20230904,25.77,2.33,2.4564
20230905,28.22,1.72,5.7362
20230906,29.25,1.21,6.2419
20230907,29.54,1.17,6.1478
20230908,27.82,1.15,5.3402
20230909,28.04,1.41,5.0261
20230910,28.38,1.27,5.0206
20230911,28.32,0.89,5.1185
20230912,28.22,0.76,3.2993
20230913,25.05,3.58,2.0273
20230914,24.49,2.81,1.3894
20230915,24.48,2.72,3.0821
20230916,25.75,1.57,4.4232
20230917,26.98,1.15,4.763
20230918,26.74,1.15,4.745
20230919,27.22,1.42,4.921
20230920,27.52,1.68,5.0278
20230921,27.87,1.39,5.7518
20230922,28.14,1.08,6.0422
20230923,27.81,1.14,6.0158
20230924,27.55,1.13,5.844
20230925,27.0,1.36,5.215
20230926,26.3,2.8,2.9801
20230927,26.38,2.2,2.6981
20230928,26.1,1.61,0.919
20230929,26.57,1.28,4.1314
20230930,27.71,0.82,5.0054
20231001,27.69,1.08,5.3674
20231002,27.16,0.93,5.7463
20231003,27.4,0.8,5.3462
20231004,28.04,0.92,5.8987
20231005,28.15,1.19,5.0122
20231006,27.96,1.39,4.5
20231007,24.88,2.32,1.3651
20231008,23.37,2.02,4.4844
20231009,23.62,1.93,5.2226
20231010,23.5,2.07,3.5098
20231011,23.43,1.8,4.4904
20231012,23.2,1.74,2.6993
20231013,23.94,1.31,2.7864
20231014,24.02,1.69,2.3263
20231015,23.5,1.58,4.4546
20231016,24.17,1.5,5.2267
20231017,24.93,1.11,5.5241
20231018,25.45,1.3,5.1449
20231019,26.23,1.85,4.9891
20231020,23.68,3.08,3.3542
20231021,21.52,2.12,4.7882
20231022,21.2,1.36,3.9079
20231023,23.07,1.14,2.3753
20231024,24.87,1.07,2.6162
20231025,25.88,1.07,3.8642
20231026,26.07,0.89,3.3466
20231027,26.16,0.97,3.9821
20231028,24.87,1.41,1.734
20231029,24.33,1.99,1.3476
20231030,23.43,1.83,4.1208
20231031,23.73,1.43,5.0074
20231101,23.17,1.09,4.908
20231102,23.29,1.03,4.1611
20231103,24.49,1.45,3.2724
20231104,25.45,1.87,4.129
20231105,25.77,1.8,3.1939
20231106,24.06,1.87,1.7609
20231107,20.34,1.2,1.2209
20231108,23.59,0.89,3.0857
20231109,25.84,1.34,3.3302
20231110,26.01,1.42,3.9821
20231111,26.02,1.3,3.9854
20231112,23.67,2.65,3.583
20231113,16.8,2.79,1.0711
20231114,16.91,1.45,2.2361
20231115,19.19,1.08,1.7678
20231116,18.02,3.38,2.5186
20231117,17.48,1.67,5.1238
20231118,17.21,1.28,5.2675
20231119,18.56,1.16,4.3831
20231120,18.48,1.1,5.166
20231121,18.3,1.03,5.1192
20231122,20.39,0.63,2.3006
20231123,21.64,1.04,4.133
20231124,21.77,1.34,3.2832
20231125,21.42,1.28,3.6979
20231126,21.53,1.17,3.5676
20231127,21.82,0.92,4.2643
20231128,20.19,1.23,4.5077
20231129,20.86,0.75,3.6466
20231130,21.31,1.61,2.2538
20231201,16.74,2.52,0.7817
20231202,17.37,1.4,1.1974
20231203,18.02,1.26,0.9523
20231204,17.74,1.29,1.3087
20231205,19.3,1.02,1.3008
20231206,19.53,2.23,2.1881
20231207,18.63,1.35,4.5437
20231208,19.73,1.32,4.2643
20231209,21.9,1.47,2.4322
20231210,23.89,2.23,1.3128
20231211,24.12,1.98,2.5267
20231212,22.87,2.08,2.2802
20231213,22.25,2.01,2.9258
20231214,23.37,2.14,3.0432
20231215,24.18,1.51,2.6767
20231216,14.86,3.72,1.921
20231217,11.84,2.17,1.5823
20231218,13.78,1.22,1.4959
20231219,12.95,2.33,1.2166
20231220,11.95,2.42,2.2548
20231221,10.51,2.65,2.4482
20231222,9.12,2.37,4.295
20231223,9.74,2.05,4.4575
20231224,11.26,2.03,2.8531
20231225,11.95,1.6,4.5502
20231226,14.04,0.89,4.5492
20231227,16.02,0.98,4.3826
20231228,17.28,0.99,4.0267
20231229,18.54,1.17,2.1682
20231230,19.42,1.11,2.209
20231231,20.52,1.07,2.4341
